mean_overlapping_bboxes,class_acc,loss_rpn_cls,loss_rpn_regr,loss_class_cls,loss_class_regr,curr_loss,elapsed_time,mAP,mean_overlapping_bboxes_test,class_acc_test,loss_rpn_cls_test,loss_rpn_regr_test,loss_class_cls_test,loss_class_regr_test,curr_loss_test,elapsed_time_test,mAP_test
13.85,0.959,0.0,0.0,0.109,0.246,0.355,8.554,0.0,14.031,0.961,0.0,0.0,0.104,0.238,0.342,0.844,0.0
14.515,0.955,0.0,0.0,0.116,0.259,0.375,9.02,0.0,13.392,0.957,0.0,0.0,0.112,0.252,0.364,0.813,0.0
13.827,0.964,0.0,0.0,0.093,0.215,0.308,8.664,0.0,12.485,0.966,0.0,0.0,0.089,0.207,0.296,0.87,0.0
14.056,0.971,0.0,0.0,0.075,0.193,0.268,8.624,0.0,15.229,0.971,0.0,0.0,0.075,0.194,0.269,0.913,0.0
13.595,0.961,0.0,0.0,0.102,0.239,0.342,8.612,0.0,13.928,0.963,0.0,0.0,0.098,0.233,0.331,0.855,0.0
13.749,0.962,0.0,0.0,0.104,0.255,0.359,8.486,0.0,14.052,0.964,0.0,0.0,0.097,0.245,0.342,0.812,0.0
13.718,0.965,0.0,0.0,0.096,0.248,0.344,8.783,0.0,14.333,0.967,0.0,0.0,0.091,0.242,0.333,0.861,0.0
13.911,0.96,0.0,0.0,0.107,0.261,0.368,8.766,0.0,15.469,0.961,0.0,0.0,0.105,0.251,0.356,0.917,0.0
13.851,0.963,0.0,0.0,0.101,0.239,0.34,8.606,0.0,14.134,0.967,0.0,0.0,0.094,0.231,0.324,0.877,0.0
13.857,0.968,0.0,0.0,0.087,0.226,0.313,8.588,0.0,13.792,0.969,0.0,0.0,0.085,0.219,0.304,0.825,0.0
13.795,0.965,0.0,0.0,0.095,0.232,0.328,8.562,0.0,14.031,0.966,0.0,0.0,0.093,0.226,0.319,0.851,0.0
14.589,0.962,0.0,0.0,0.098,0.245,0.343,9.034,0.0,13.392,0.963,0.0,0.0,0.095,0.238,0.333,0.804,0.0
13.794,0.974,0.0,0.0,0.073,0.187,0.261,8.629,0.0,12.485,0.975,0.0,0.0,0.069,0.18,0.249,0.967,0.0
14.188,0.975,0.0,0.0,0.07,0.195,0.264,8.759,0.0,15.229,0.976,0.0,0.0,0.069,0.195,0.264,0.848,0.0
13.446,0.969,0.0,0.0,0.085,0.228,0.312,8.529,0.0,13.928,0.971,0.0,0.0,0.078,0.218,0.297,0.849,0.0
13.785,0.967,0.0,0.0,0.088,0.242,0.33,8.559,0.0,14.052,0.97,0.0,0.0,0.083,0.233,0.317,0.803,0.0
13.758,0.969,0.0,0.0,0.087,0.25,0.337,8.687,0.0,14.333,0.97,0.0,0.0,0.084,0.242,0.326,0.862,0.0
13.792,0.966,0.0,0.0,0.089,0.239,0.328,8.756,0.0,15.469,0.968,0.0,0.0,0.085,0.232,0.317,0.918,0.0
13.98,0.968,0.0,0.0,0.087,0.231,0.318,8.65,0.0,14.134,0.97,0.0,0.0,0.083,0.223,0.306,0.876,0.0
13.739,0.971,0.0,0.0,0.081,0.21,0.29,8.601,0.0,13.792,0.972,0.0,0.0,0.078,0.206,0.285,0.829,0.0
13.871,0.969,0.0,0.0,0.084,0.216,0.301,8.534,0.0,14.031,0.97,0.0,0.0,0.081,0.211,0.292,0.85,0.0
14.415,0.96,0.0,0.0,0.104,0.254,0.358,8.939,0.0,13.392,0.962,0.0,0.0,0.097,0.249,0.346,0.802,0.0
13.947,0.976,0.0,0.0,0.07,0.258,0.328,8.697,0.0,12.485,0.978,0.0,0.0,0.063,0.173,0.237,0.885,0.0
14.107,0.977,0.0,0.0,0.067,0.192,0.259,8.747,0.0,15.229,0.978,0.0,0.0,0.067,0.193,0.26,0.913,0.0
13.635,0.974,0.0,0.0,0.073,0.213,0.286,8.454,0.0,13.928,0.975,0.0,0.0,0.07,0.208,0.278,0.846,0.0
13.773,0.973,0.0,0.0,0.074,0.217,0.29,8.555,0.0,14.052,0.974,0.0,0.0,0.07,0.208,0.278,0.801,0.0
13.477,0.976,0.0,0.0,0.067,0.215,0.282,8.589,0.0,14.333,0.978,0.0,0.0,0.062,0.208,0.27,0.859,0.0
13.953,0.972,0.0,0.0,0.079,0.221,0.3,8.784,0.0,15.469,0.972,0.0,0.0,0.078,0.215,0.293,0.906,0.0
13.991,0.975,0.0,0.0,0.07,0.199,0.268,8.622,0.0,14.134,0.977,0.0,0.0,0.065,0.194,0.259,0.868,0.0
13.929,0.975,0.0,0.0,0.071,0.204,0.275,8.537,0.0,13.792,0.976,0.0,0.0,0.069,0.201,0.27,0.818,0.0
13.733,0.978,0.0,0.0,0.066,0.198,0.264,8.541,0.0,14.031,0.978,0.0,0.0,0.065,0.196,0.262,0.846,0.0
14.262,0.97,0.0,0.0,0.088,0.221,0.309,8.989,0.0,13.392,0.972,0.0,0.0,0.084,0.214,0.298,0.802,0.0
13.872,0.986,0.0,0.0,0.041,0.15,0.192,8.538,0.0,12.485,0.989,0.0,0.0,0.033,0.139,0.173,0.943,0.0
14.218,0.975,0.0,0.0,0.071,0.202,0.272,8.787,0.0,15.229,0.975,0.0,0.0,0.068,0.201,0.269,0.841,0.0
13.83,0.971,0.0,0.0,0.075,0.213,0.288,8.547,0.0,13.928,0.973,0.0,0.0,0.07,0.206,0.276,0.845,0.0
13.539,0.971,0.0,0.0,0.077,0.212,0.289,8.51,0.0,14.052,0.973,0.0,0.0,0.073,0.205,0.278,0.81,0.0
13.582,0.976,0.0,0.0,0.069,0.211,0.281,8.554,0.0,14.333,0.978,0.0,0.0,0.065,0.201,0.266,0.857,0.0
13.936,0.973,0.0,0.0,0.072,0.214,0.286,8.747,0.0,15.469,0.974,0.0,0.0,0.072,0.207,0.278,0.917,0.0
14.072,0.975,0.0,0.0,0.072,0.202,0.274,8.696,0.0,14.134,0.977,0.0,0.0,0.066,0.194,0.26,0.873,0.0
13.771,0.977,0.0,0.0,0.064,0.225,0.289,8.478,0.0,13.792,0.978,0.0,0.0,0.061,0.217,0.278,0.816,0.0
13.791,0.976,0.0,0.0,0.066,0.191,0.257,8.65,0.0,14.031,0.977,0.0,0.0,0.064,0.185,0.249,0.857,0.0
14.253,0.975,0.0,0.0,0.068,0.208,0.276,9.083,0.0,13.392,0.975,0.0,0.0,0.066,0.203,0.269,0.804,0.0
13.873,0.99,0.0,0.0,0.027,0.134,0.162,8.453,0.0,12.485,0.992,0.0,0.0,0.023,0.13,0.153,0.956,0.0
14.376,0.978,0.0,0.0,0.063,0.201,0.265,8.882,0.0,15.229,0.979,0.0,0.0,0.06,0.196,0.256,0.835,0.0
